Invoice no,Customer id,Product id list,Invoice date,Shopping mall
INV03506,C01089,"P00100,P00376,P00463,P00439,P00316",22/08/2025,CYB
INV03507,C01098,"P00383,P00480,P00270,P00216",05/04/2025,MK
INV03508,C01281,P00503,18/05/2025,TKO
INV03509,C01201,"P00277,P00367",16/07/2025,MK
INV03510,C00291,"P00430,P00175,P00431",30/01/2024,ST
INV03511,C00867,"P00206,P00474,P00509,P00399",27/06/2024,TKO
INV03512,C01292,"P00129,P00319,P00499,P00428",22/09/2025,MK
INV03513,C00083,P00271,07/10/2025,MK
INV03514,C01500,"P00285,P00328,P00392,P00318",06/06/2024,TKO
INV03515,C00711,"P00383,P00480,P00270,P00216",30/05/2024,TKO
INV03516,C00947,"P00464,P00283,P00029",02/05/2024,MK
INV03517,C01477,"P00383,P00480,P00270,P00216,P00259",12/04/2025,ST
INV03518,C00128,"P00374,P00033",10/06/2025,CYB
INV03519,C00972,"P00154,P00009",01/07/2025,MK
INV03520,C00578,"P00383,P00480,P00270,P00216,P00100",08/12/2024,CYB
INV03521,C01184,"P00383,P00480,P00270,P00216",02/09/2024,CYB
INV03522,C00883,"P00501,P00416",01/01/2025,TKO
INV03523,C01374,"P00383,P00480,P00270,P00216,P00543,P00357",21/05/2024,MK
INV03524,C01035,"P00475,P00304,P00367",27/08/2024,ST
INV03525,C00177,"P00457,P00029,P00037,P00090",03/12/2024,ST
INV03526,C01450,"P00383,P00480,P00270,P00216,P00360,P00180",30/01/2025,CYB
INV03527,C00886,"P00343,P00448,P00312",07/10/2025,MK
INV03528,C00962,P00505,11/09/2024,ST
INV03529,C01228,"P00224,P00500,P00438",02/12/2024,CYB
INV03530,C00798,"P00383,P00480,P00270,P00216,P00528",05/10/2025,MK
INV03531,C00467,"P00247,P00227,P00143,P00122,P00013",05/02/2025,CYB
INV03532,C01335,"P00383,P00480,P00270,P00216,P00196,P00432",22/05/2025,CYB
INV03533,C01136,"P00481,P00312",15/11/2025,ST
INV03534,C00216,"P00474,P00211",28/05/2025,CYB
INV03535,C01197,"P00128,P00046,P00156",25/12/2024,MK
INV03536,C01347,"P00251,P00345,P00054",12/04/2025,MK
INV03537,C00722,"P00018,P00502,P00340,P00456",22/02/2024,MK
INV03538,C00303,"P00383,P00480,P00270,P00216,P00412,P00303",22/10/2024,CYB
INV03539,C00671,"P00524,P00122",21/09/2024,MK
INV03540,C00273,P00105,28/04/2024,CYB
INV03541,C01177,"P00383,P00480,P00270,P00216,P00111,P00066",03/03/2024,TKO
INV03542,C01473,"P00065,P00471,P00008",25/01/2024,MK
INV03543,C00324,P00076,08/01/2024,CYB
INV03544,C01067,"P00402,P00268,P00416,P00412,P00229",15/04/2024,CYB
INV03545,C00214,P00473,29/08/2024,ST
INV03546,C00414,"P00200,P00328,P00331,P00176",08/03/2024,MK
INV03547,C00370,"P00383,P00480,P00270,P00216",09/09/2024,CYB
INV03548,C01279,"P00300,P00228,P00169,P00076",20/05/2024,TKO
INV03549,C00784,"P00075,P00511,P00357",27/08/2024,ST
INV03550,C00179,"P00360,P00396,P00176,P00357,P00361",06/02/2024,MK
INV03551,C00552,"P00517,P00231,P00415,P00501,P00411",20/01/2025,CYB
INV03552,C00002,P00277,08/10/2024,ST
INV03553,C01178,"P00085,P00455",25/12/2025,ST
INV03554,C01187,"P00142,P00276,P00031,P00385",02/03/2025,TKO
INV03555,C01256,"P00185,P00380,P00074,P00282",16/06/2025,CYB
INV03556,C00948,"P00383,P00480,P00270,P00216,P00096",28/11/2025,CYB
INV03557,C01361,"P00243,P00215,P00042,P00240,P00313",11/08/2025,MK
INV03558,C01179,"P00451,P00514,P00484,P00497,P00055",15/01/2025,MK
INV03559,C00587,"P00412,P00451,P00504,P00074",07/07/2025,TKO
INV03560,C01205,"P00397,P00186,P00495",04/08/2024,ST
INV03561,C00326,"P00383,P00480,P00270,P00216,P00053,P00094",23/05/2025,CYB
INV03562,C00710,"P00383,P00480,P00270,P00216,P00392",15/09/2025,CYB
INV03563,C00378,"P00350,P00528,P00100,P00175",30/01/2025,CYB
INV03564,C01483,"P00369,P00016,P00027",31/07/2024,MK
INV03565,C00676,"P00383,P00480,P00270,P00216,P00300",05/11/2024,ST
INV03566,C00519,"P00481,P00284,P00298",22/08/2025,ST
INV03567,C00269,"P00251,P00473,P00405",25/08/2025,TKO
INV03568,C00569,P00506,13/03/2025,MK
INV03569,C00598,"P00040,P00471,P00514,P00085,P00127",18/11/2025,CYB
INV03570,C00940,"P00529,P00427,P00118,P00470,P00310",02/09/2024,MK
INV03571,C00675,"P00316,P00051",18/04/2025,ST
INV03572,C00030,"P00523,P00144",26/04/2025,CYB
INV03573,C00417,"P00068,P00458,P00117,P00100",01/07/2024,ST
INV03574,C00727,P00247,15/05/2024,CYB
INV03575,C01098,"P00212,P00098,P00037,P00012,P00145",16/02/2025,TKO
INV03576,C00200,"P00383,P00480,P00270,P00216,P00154",27/10/2024,CYB
INV03577,C01153,"P00383,P00480,P00270,P00216,P00034,P00208",23/08/2024,MK
INV03578,C01231,"P00519,P00060,P00523",15/03/2024,MK
INV03579,C01411,"P00381,P00134",23/03/2025,CYB
INV03580,C01186,"P00383,P00480,P00270,P00216",12/12/2024,MK
INV03581,C01239,"P00372,P00066,P00533,P00251",27/05/2025,CYB
INV03582,C01482,"P00018,P00097,P00371",02/10/2025,MK
INV03583,C00569,"P00187,P00302",11/09/2025,CYB
INV03584,C00202,"P00455,P00147,P00549,P00087,P00193",10/07/2025,CYB
INV03585,C00926,"P00379,P00307",25/04/2025,CYB
INV03586,C00110,"P00383,P00480,P00270,P00216",11/09/2025,MK
INV03587,C00109,"P00114,P00533,P00205,P00154",27/09/2025,ST
INV03588,C00885,"P00383,P00480,P00270,P00216,P00020",06/03/2024,TKO
INV03589,C01273,"P00337,P00418",12/12/2025,CYB
INV03590,C00657,P00067,23/10/2024,ST
INV03591,C01329,P00009,12/07/2025,TKO
INV03592,C01104,"P00411,P00285",23/06/2025,ST
INV03593,C01249,"P00021,P00087,P00361,P00344",24/11/2025,TKO
INV03594,C00976,"P00465,P00421,P00232,P00284",11/09/2024,ST
INV03595,C00750,"P00479,P00373,P00140,P00198,P00260",29/08/2024,CYB
INV03596,C00639,P00445,23/09/2025,MK
INV03597,C00934,"P00227,P00323,P00520,P00226,P00079",27/01/2024,CYB
INV03598,C00560,"P00347,P00066,P00211",07/12/2024,MK
INV03599,C01394,"P00185,P00118,P00473",10/09/2024,CYB
INV03600,C01199,"P00383,P00480,P00270,P00216,P00436",13/02/2025,MK
INV03601,C00735,"P00407,P00221,P00475,P00459,P00227",07/07/2025,MK
INV03602,C00870,"P00069,P00318,P00241,P00295,P00151",28/01/2024,MK
INV03603,C00245,"P00480,P00007,P00391",31/01/2025,MK
INV03604,C00429,"P00383,P00480,P00270,P00216",23/11/2024,CYB
INV03605,C00769,P00524,04/04/2025,CYB
INV03606,C00468,"P00549,P00248,P00320,P00235",10/03/2024,MK
INV03607,C01184,"P00383,P00480,P00270,P00216,P00173,P00214",20/11/2025,CYB
INV03608,C00831,"P00056,P00539",09/08/2024,MK
INV03609,C01200,"P00188,P00250",12/05/2025,MK
INV03610,C01004,"P00296,P00138,P00174",23/04/2025,CYB
INV03611,C00729,"P00383,P00480,P00270,P00216,P00462",04/11/2024,ST
INV03612,C00329,"P00383,P00480,P00270,P00216",01/06/2025,MK
INV03613,C00479,"P00383,P00480,P00270,P00216,P00033",22/01/2024,MK
INV03614,C00043,"P00040,P00283,P00176,P00074,P00456",14/06/2025,ST
INV03615,C00851,"P00232,P00044,P00198,P00215",06/11/2025,MK
INV03616,C00177,"P00285,P00344,P00280,P00228",20/06/2024,CYB
INV03617,C00991,P00203,14/04/2025,CYB
INV03618,C00637,"P00007,P00132,P00155,P00115,P00159",15/05/2024,CYB
INV03619,C01162,P00490,14/02/2024,MK
INV03620,C00916,P00038,22/10/2025,MK
INV03621,C00852,"P00383,P00480,P00270,P00216",30/07/2024,CYB
INV03622,C00314,"P00383,P00480,P00270,P00216,P00545,P00040",04/03/2024,MK
INV03623,C00811,"P00383,P00480,P00270,P00216,P00248",23/12/2024,MK
INV03624,C00079,P00371,04/09/2025,ST
INV03625,C00088,"P00443,P00341,P00266",25/02/2025,ST
INV03626,C00225,"P00364,P00495,P00456,P00504,P00271",06/06/2025,CYB
INV03627,C01325,"P00383,P00480,P00270,P00216,P00485,P00410",05/07/2024,ST
INV03628,C00792,"P00522,P00108,P00117",16/06/2024,TKO
INV03629,C00226,P00500,23/09/2025,CYB
INV03630,C00608,P00239,29/10/2024,MK
INV03631,C00722,"P00210,P00056,P00052",22/09/2025,TKO
INV03632,C00418,"P00513,P00479",15/07/2025,CYB
INV03633,C00455,"P00383,P00480,P00270,P00216",11/04/2025,MK
INV03634,C01192,P00299,18/06/2025,CYB
INV03635,C01371,"P00258,P00104,P00344,P00003",13/07/2024,CYB
INV03636,C00797,"P00489,P00097,P00045,P00191",14/09/2025,TKO
INV03637,C01060,P00291,01/03/2025,ST
INV03638,C01110,"P00437,P00215,P00441,P00318",05/10/2024,TKO
INV03639,C00924,"P00003,P00428",10/07/2024,ST
INV03640,C01144,"P00415,P00462",18/03/2024,MK
INV03641,C00400,"P00451,P00376,P00264,P00061,P00124",18/06/2025,CYB
INV03642,C00100,"P00383,P00480,P00270,P00216,P00524",16/06/2024,CYB
INV03643,C00436,"P00289,P00136,P00157",14/11/2025,MK
INV03644,C00591,P00336,19/04/2025,CYB
INV03645,C00338,"P00300,P00447",07/02/2025,TKO
INV03646,C01032,"P00315,P00130,P00254",21/02/2024,MK
INV03647,C01394,"P00460,P00246,P00237",02/12/2025,MK
INV03648,C00432,"P00138,P00130,P00311,P00432,P00173",04/10/2025,MK
INV03649,C00985,P00372,28/10/2025,CYB
INV03650,C01507,"P00159,P00084,P00065,P00284",20/04/2025,CYB
INV03651,C00385,"P00157,P00437,P00317,P00425,P00199",01/10/2025,ST
INV03652,C00669,"P00025,P00138,P00492",17/09/2024,TKO
INV03653,C00367,"P00039,P00535,P00338",25/03/2025,CYB
INV03654,C00248,P00234,26/11/2025,MK
INV03655,C00532,P00402,26/02/2025,CYB
INV03656,C01427,"P00442,P00110,P00347,P00216,P00115",10/12/2025,CYB
INV03657,C01285,P00109,23/02/2024,CYB
INV03658,C00572,"P00270,P00016,P00437,P00260,P00258",28/05/2024,CYB
INV03659,C00196,"P00512,P00126,P00022,P00492,P00119",18/12/2025,CYB
INV03660,C00068,"P00484,P00512",31/05/2024,MK
INV03661,C00915,P00369,29/06/2024,MK
INV03662,C01163,"P00520,P00064",30/03/2025,MK
INV03663,C00292,"P00040,P00351,P00319,P00093",23/11/2025,CYB
INV03664,C00908,"P00369,P00458",18/11/2025,MK
INV03665,C00156,"P00168,P00517,P00220",17/06/2025,TKO
INV03666,C00774,"P00383,P00480,P00270,P00216",04/09/2024,CYB
INV03667,C00538,"P00531,P00254",21/05/2025,ST
INV03668,C00639,P00110,24/12/2025,TKO
INV03669,C01416,"P00015,P00010,P00519,P00047,P00486",04/06/2024,TKO
INV03670,C00215,"P00532,P00200",21/01/2024,ST
INV03671,C00582,"P00043,P00113,P00443",10/02/2025,MK
INV03672,C01449,"P00178,P00374",11/09/2025,MK
INV03673,C00617,"P00158,P00095,P00186",15/12/2024,CYB
INV03674,C00974,"P00378,P00343,P00298,P00150",04/10/2025,CYB
INV03675,C01311,P00343,04/05/2024,ST
INV03676,C00821,P00233,20/10/2024,MK
INV03677,C00186,P00249,14/10/2024,ST
INV03678,C00155,P00338,16/11/2025,ST
INV03679,C00923,"P00383,P00480,P00270,P00216,P00061,P00224",16/02/2024,MK
INV03680,C00974,"P00524,P00350,P00179,P00008,P00007",28/02/2024,MK
INV03681,C00507,"P00125,P00340,P00402,P00543,P00293",19/12/2024,MK
INV03682,C01211,"P00305,P00462,P00039,P00288,P00318",26/08/2024,MK
INV03683,C00231,"P00383,P00480,P00270,P00216,P00178,P00405",27/12/2024,CYB
INV03684,C01355,"P00446,P00184,P00472,P00515,P00197",23/03/2025,ST
INV03685,C00049,"P00321,P00116,P00480,P00537,P00236",24/07/2024,ST
INV03686,C01007,P00435,14/01/2025,MK
INV03687,C00655,"P00184,P00530",04/07/2025,MK
INV03688,C00738,"P00415,P00152,P00487,P00265,P00446",18/04/2024,CYB
INV03689,C01488,"P00156,P00279",25/03/2025,CYB
INV03690,C01080,"P00335,P00371,P00486",04/02/2025,MK
INV03691,C00583,"P00473,P00508,P00536,P00009,P00040",15/01/2025,TKO
INV03692,C01419,"P00383,P00480,P00270,P00216,P00447",15/09/2025,MK
INV03693,C00274,"P00160,P00226,P00486",27/07/2024,MK
INV03694,C00631,"P00052,P00184,P00217,P00120",25/04/2024,CYB
INV03695,C00746,"P00447,P00414,P00515",11/03/2025,MK
INV03696,C00174,"P00229,P00063",15/05/2025,ST
INV03697,C00181,"P00376,P00547,P00205,P00492",27/01/2025,CYB
INV03698,C01025,"P00180,P00453,P00060,P00531",29/06/2024,MK
INV03699,C01053,"P00070,P00002,P00192,P00023",11/04/2025,TKO
INV03700,C01291,"P00386,P00238,P00402,P00346",20/03/2025,MK
INV03701,C00985,"P00383,P00480,P00270,P00216,P00263,P00150",23/02/2024,CYB
INV03702,C01121,"P00007,P00305,P00467,P00036,P00176",05/12/2025,MK
INV03703,C00594,"P00286,P00387,P00349,P00320",08/05/2024,ST
INV03704,C01412,"P00380,P00014,P00362",22/01/2024,CYB
INV03705,C00325,"P00128,P00342,P00389,P00295",20/05/2025,MK
INV03706,C00153,P00424,20/06/2024,ST
INV03707,C01045,"P00383,P00480,P00270,P00216",28/07/2025,TKO
INV03708,C00310,P00337,08/05/2025,CYB
INV03709,C00294,"P00088,P00405,P00250,P00293",05/02/2025,ST
INV03710,C00275,"P00487,P00075",28/04/2025,TKO
INV03711,C01281,"P00383,P00480,P00270,P00216,P00067,P00379",23/01/2025,TKO
INV03712,C01214,"P00460,P00353,P00317,P00468,P00466",16/11/2024,CYB
INV03713,C01277,"P00163,P00201,P00345,P00485",25/04/2024,MK
INV03714,C01298,"P00083,P00168,P00400,P00157,P00266",15/02/2025,MK
INV03715,C00782,"P00093,P00326,P00012,P00457",28/03/2025,ST
INV03716,C01236,"P00214,P00407",01/08/2024,MK
INV03717,C01456,"P00140,P00154,P00547,P00202",26/02/2025,CYB
INV03718,C01156,"P00400,P00078,P00446,P00466",10/03/2024,CYB
INV03719,C00084,"P00506,P00061,P00344,P00022,P00416",06/04/2025,CYB
INV03720,C01356,"P00250,P00025,P00315,P00076,P00402",29/01/2024,CYB
INV03721,C00227,"P00383,P00480,P00270,P00216,P00014,P00224",02/04/2025,MK
INV03722,C00086,"P00390,P00458,P00537,P00174",17/10/2025,ST
INV03723,C00291,"P00508,P00026,P00538,P00107,P00072",30/07/2024,MK
INV03724,C00183,"P00079,P00269,P00540",08/05/2025,CYB
INV03725,C00741,"P00515,P00283",10/06/2025,TKO
INV03726,C00048,"P00137,P00145,P00480,P00483",01/06/2024,CYB
INV03727,C00926,P00323,16/10/2024,MK
INV03728,C00791,P00299,15/07/2024,MK
INV03729,C00043,"P00383,P00480,P00270,P00216",20/11/2024,CYB
INV03730,C00446,"P00023,P00511,P00485",22/02/2025,MK
INV03731,C01505,"P00251,P00346,P00061,P00304,P00145",03/11/2025,MK
INV03732,C00069,P00308,22/07/2025,ST
INV03733,C00709,"P00293,P00352",14/06/2025,MK
INV03734,C00652,P00345,28/04/2024,MK
INV03735,C01020,"P00012,P00439",19/08/2024,CYB
INV03736,C01041,P00118,11/09/2025,MK
INV03737,C00752,"P00371,P00265,P00117,P00101",24/06/2025,TKO
INV03738,C01166,"P00241,P00529,P00147,P00066,P00400",25/03/2024,MK
INV03739,C00442,"P00390,P00463,P00188",05/04/2025,MK
INV03740,C01124,"P00289,P00432,P00496,P00450",17/09/2025,MK
INV03741,C00183,"P00233,P00346",08/09/2024,ST
INV03742,C00083,"P00383,P00480,P00270,P00216,P00144,P00101",26/08/2024,TKO
INV03743,C01255,"P00373,P00339,P00548,P00291",08/09/2024,CYB
INV03744,C00190,"P00362,P00010,P00391",29/04/2024,CYB
INV03745,C01085,"P00383,P00480,P00270,P00216,P00063",16/06/2024,MK
INV03746,C00810,P00163,20/04/2024,MK
INV03747,C00360,"P00183,P00433",28/06/2024,CYB
INV03748,C00059,"P00495,P00335,P00326,P00343,P00229",30/01/2024,MK
INV03749,C00597,"P00383,P00480,P00270,P00216",19/10/2024,MK
INV03750,C00982,P00532,21/04/2024,MK
INV03751,C01298,"P00151,P00266",19/05/2025,ST
INV03752,C00598,"P00045,P00028",11/03/2024,TKO
INV03753,C00407,"P00220,P00006",21/10/2025,MK
INV03754,C00628,"P00383,P00480,P00270,P00216",28/02/2025,CYB
INV03755,C00273,"P00131,P00236,P00202,P00308",11/01/2025,CYB
INV03756,C00429,"P00383,P00480,P00270,P00216",17/12/2025,MK
INV03757,C00520,"P00137,P00323,P00255,P00421",20/01/2025,MK
INV03758,C00363,"P00515,P00473,P00145",27/06/2025,MK
INV03759,C00575,P00336,08/12/2024,MK
INV03760,C00404,"P00217,P00394",31/10/2025,MK
INV03761,C00371,"P00249,P00111,P00097,P00445,P00124",16/10/2025,TKO
INV03762,C00759,P00512,04/06/2024,CYB
INV03763,C00226,P00398,29/11/2024,TKO
INV03764,C01440,"P00028,P00295,P00503",07/05/2024,ST
INV03765,C00206,"P00383,P00480,P00270,P00216,P00149",11/03/2024,CYB
INV03766,C00875,"P00064,P00228",19/11/2025,MK
INV03767,C01210,"P00434,P00179,P00241",11/07/2025,CYB
INV03768,C00707,"P00499,P00211,P00290,P00187",04/07/2025,CYB
INV03769,C00682,"P00053,P00138",08/12/2025,CYB
INV03770,C01345,"P00460,P00339,P00013,P00421,P00390",17/06/2025,MK
INV03771,C00496,"P00542,P00038,P00128,P00332",21/07/2024,ST
INV03772,C00217,"P00383,P00480,P00270,P00216,P00087",02/06/2025,CYB
INV03773,C00661,"P00252,P00508,P00425,P00407,P00458",08/11/2025,CYB
INV03774,C00276,"P00007,P00142",31/01/2025,MK
INV03775,C00872,"P00026,P00446,P00542",09/04/2025,MK
INV03776,C00537,P00248,30/11/2025,ST
INV03777,C00072,"P00221,P00303,P00354,P00513,P00009",04/06/2025,MK
INV03778,C00746,"P00521,P00367,P00497",19/07/2024,TKO
INV03779,C00441,P00249,20/08/2025,CYB
INV03780,C01291,"P00434,P00017,P00486",03/03/2024,ST
INV03781,C00367,"P00544,P00241,P00273,P00012",26/04/2024,CYB
INV03782,C00996,"P00143,P00468",08/11/2024,ST
INV03783,C00769,"P00383,P00480,P00270,P00216,P00194",26/04/2025,MK
INV03784,C00385,"P00346,P00405",14/01/2025,TKO
INV03785,C01374,"P00461,P00043,P00420",31/07/2024,CYB
INV03786,C01219,"P00286,P00045,P00447",29/10/2025,MK
INV03787,C00689,"P00099,P00068,P00303,P00377",08/04/2025,ST
INV03788,C01008,"P00049,P00408,P00036",31/10/2025,MK
INV03789,C00957,"P00273,P00004",12/03/2025,MK
INV03790,C01442,"P00136,P00421,P00547,P00116",23/04/2024,MK
INV03791,C00940,"P00396,P00213,P00151,P00342",10/02/2025,CYB
INV03792,C00371,P00353,28/07/2024,MK
INV03793,C01169,"P00023,P00169,P00057,P00477",30/12/2025,CYB
INV03794,C00821,P00181,10/01/2024,TKO
INV03795,C00725,"P00033,P00363,P00342,P00372,P00159",06/08/2025,TKO
INV03796,C00871,"P00159,P00154",11/11/2024,CYB
INV03797,C00789,"P00354,P00233,P00049,P00386",28/07/2025,CYB
INV03798,C00023,"P00383,P00480,P00270,P00216,P00256",27/02/2024,CYB
INV03799,C00443,P00280,30/03/2024,MK
INV03800,C00555,"P00250,P00105,P00548,P00452,P00497",30/06/2025,TKO
INV03801,C00668,P00027,02/08/2025,CYB
INV03802,C01293,"P00301,P00070,P00246,P00471,P00370",07/07/2024,CYB
INV03803,C00478,P00523,25/06/2025,ST
INV03804,C00770,"P00383,P00480,P00270,P00216",04/02/2025,CYB
INV03805,C00832,"P00245,P00430,P00243,P00468",22/11/2024,TKO
INV03806,C00800,"P00517,P00047",27/04/2024,ST
INV03807,C00823,"P00499,P00419,P00319",11/01/2025,TKO
INV03808,C00054,P00532,03/11/2024,TKO
INV03809,C00107,"P00033,P00302,P00006",04/12/2025,MK
INV03810,C01355,"P00236,P00476,P00329",12/12/2025,CYB
INV03811,C01138,"P00386,P00505,P00181,P00183",06/10/2025,CYB
INV03812,C01241,"P00022,P00003,P00241,P00422,P00507",11/09/2025,CYB
INV03813,C01356,P00179,16/06/2025,MK
INV03814,C00682,"P00005,P00258",14/11/2025,MK
INV03815,C01405,"P00383,P00480,P00270,P00216,P00364,P00008",02/08/2025,ST
INV03816,C00146,"P00347,P00068,P00136,P00128,P00052",14/05/2024,ST
INV03817,C00275,"P00383,P00480,P00270,P00216,P00535",18/02/2024,ST
INV03818,C00629,"P00468,P00321,P00162",14/12/2024,MK
INV03819,C01116,P00002,10/03/2025,CYB
INV03820,C00464,"P00383,P00480,P00270,P00216",07/05/2024,CYB
INV03821,C01028,"P00284,P00312",13/05/2025,ST
INV03822,C00495,"P00148,P00158,P00184",12/04/2024,MK
INV03823,C01487,"P00034,P00276,P00180",17/10/2024,CYB
INV03824,C00853,"P00439,P00389",12/08/2024,MK
INV03825,C00854,"P00020,P00168,P00390,P00542,P00066",14/07/2024,TKO
INV03826,C00377,"P00383,P00480,P00270,P00216",29/07/2025,CYB
INV03827,C00580,"P00114,P00127,P00506",04/12/2025,CYB
INV03828,C01009,P00356,09/02/2025,ST
INV03829,C00505,"P00125,P00360,P00248,P00140,P00138",07/10/2025,CYB
INV03830,C00782,P00267,06/02/2025,ST
INV03831,C00193,P00074,15/07/2024,CYB
INV03832,C00481,"P00383,P00480,P00270,P00216,P00003",18/09/2025,ST
INV03833,C00071,"P00383,P00480,P00270,P00216",27/04/2025,MK
INV03834,C00844,"P00447,P00011",20/08/2024,ST
INV03835,C01045,"P00383,P00480,P00270,P00216",07/12/2024,CYB
INV03836,C00916,"P00138,P00092",23/01/2025,ST
INV03837,C01376,"P00044,P00487",29/03/2025,ST
INV03838,C00062,"P00383,P00480,P00270,P00216",26/09/2024,CYB
INV03839,C00006,"P00383,P00480,P00270,P00216",27/01/2025,CYB
INV03840,C00258,"P00198,P00063",27/04/2025,ST
INV03841,C01485,"P00098,P00016",04/11/2025,MK
INV03842,C01133,"P00353,P00332,P00260,P00121",21/03/2025,MK
INV03843,C00628,"P00315,P00453,P00226",22/12/2024,TKO
INV03844,C01446,P00409,26/07/2025,CYB
INV03845,C00876,"P00394,P00476",25/02/2025,ST
INV03846,C00563,"P00054,P00494",25/02/2025,MK
INV03847,C00354,"P00100,P00271",02/10/2024,MK
INV03848,C00323,"P00325,P00062,P00287,P00119,P00534",20/01/2025,CYB
INV03849,C01371,"P00163,P00055,P00484,P00409,P00431",18/12/2024,CYB
INV03850,C01011,"P00339,P00073",25/05/2024,MK
INV03851,C00034,"P00383,P00480,P00270,P00216,P00352,P00140",11/11/2025,MK
INV03852,C01350,"P00364,P00229",30/10/2025,TKO
INV03853,C00016,"P00285,P00360,P00493",17/09/2024,MK
INV03854,C00426,P00406,21/09/2025,TKO
INV03855,C00121,"P00488,P00153,P00256,P00483,P00158",09/04/2025,ST
INV03856,C00239,"P00451,P00460,P00008",12/03/2024,CYB
INV03857,C00159,"P00089,P00354,P00377,P00401",29/12/2024,TKO
INV03858,C00561,"P00276,P00432,P00113,P00450",12/04/2024,CYB
INV03859,C01224,"P00383,P00480,P00270,P00216,P00376",15/12/2025,CYB
INV03860,C00828,"P00092,P00139,P00543,P00382,P00486",30/03/2025,CYB
INV03861,C00171,P00320,16/11/2024,CYB
INV03862,C01345,"P00383,P00480,P00270,P00216",12/02/2025,CYB
INV03863,C00846,"P00383,P00480,P00270,P00216",18/05/2024,ST
INV03864,C00350,P00007,13/08/2024,CYB
INV03865,C00517,P00261,30/06/2024,CYB
INV03866,C00405,"P00312,P00189",08/05/2024,TKO
INV03867,C00766,"P00404,P00528,P00278",18/11/2025,CYB
INV03868,C00969,P00159,09/02/2025,ST
INV03869,C00723,"P00297,P00252,P00383",28/12/2025,TKO
INV03870,C01253,"P00481,P00373,P00240,P00468",27/08/2025,ST
INV03871,C00102,"P00537,P00506,P00251,P00117,P00152",24/02/2024,MK
INV03872,C00444,P00448,22/11/2025,TKO
INV03873,C01418,P00192,20/09/2024,CYB
INV03874,C00329,"P00280,P00093",17/10/2024,MK
INV03875,C00148,P00326,23/09/2024,MK
INV03876,C00949,"P00278,P00051,P00262,P00048",09/11/2024,MK
INV03877,C01449,"P00422,P00459,P00310",10/07/2025,CYB
INV03878,C01317,"P00382,P00332,P00330,P00347",26/08/2025,CYB
INV03879,C00713,"P00320,P00513",30/09/2024,ST
INV03880,C00935,"P00151,P00344,P00416",21/10/2025,ST
INV03881,C00425,P00290,29/12/2025,CYB
INV03882,C00404,"P00177,P00373",10/01/2024,CYB
INV03883,C01202,"P00244,P00205",19/12/2024,TKO
INV03884,C00395,"P00085,P00026,P00514,P00403",06/03/2024,MK
INV03885,C00797,"P00174,P00144,P00181,P00247,P00253",18/03/2025,CYB
INV03886,C01334,"P00459,P00345",10/02/2024,CYB
INV03887,C01384,"P00546,P00206",30/06/2025,ST
INV03888,C00592,"P00139,P00540",02/03/2024,CYB
INV03889,C01042,P00376,22/04/2025,CYB
INV03890,C01462,"P00524,P00092,P00371,P00411,P00536",30/11/2025,MK
INV03891,C00675,P00303,01/07/2025,CYB
INV03892,C00586,"P00085,P00188,P00264",17/03/2024,TKO
INV03893,C00636,P00114,27/03/2025,TKO
INV03894,C01291,"P00050,P00036,P00325",03/08/2025,TKO
INV03895,C00548,"P00439,P00064",17/03/2024,CYB
INV03896,C01313,"P00519,P00093",15/04/2024,TKO
INV03897,C00936,"P00120,P00296,P00502,P00359",15/09/2025,CYB
INV03898,C00243,"P00210,P00360,P00486,P00533,P00477",23/06/2024,CYB
INV03899,C00870,"P00302,P00457",31/12/2024,TKO
INV03900,C00836,"P00487,P00418",16/08/2025,TKO
INV03901,C01390,"P00106,P00128,P00147",27/12/2025,TKO
INV03902,C01482,"P00493,P00499,P00195,P00322",10/03/2025,MK
INV03903,C00936,"P00383,P00480,P00270,P00216,P00477,P00404",04/08/2024,MK
INV03904,C00699,"P00120,P00411,P00433,P00269",02/08/2025,CYB
INV03905,C00024,"P00193,P00042,P00074",17/02/2025,CYB
INV03906,C00057,"P00096,P00197,P00022",07/09/2025,MK
INV03907,C00276,"P00273,P00372",26/11/2025,CYB
